policy_id,country_iso,country_update,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,last_update,impact_indicators.comments,impact_indicators.name,impact_indicators.value,impact_indicators.base_year,impact_indicators.target_year
230806224,CAN,Annual,Proposed regulatory framework for reducing oil and gas methane emissions to achieve 2030 target,Proposed regulatory framework for reducing oil and gas methane emissions to achieve 2030 target Canada,Country,,Canada,,,"Policy support, Strategic planning",General,"The Government of Canada is proposing to amend the existing federal regulations for methane emissions from the oil and gas sector in order to achieve at least a 75% reduction in oil and gas methane by 2030 relative to 2012. 
The proposed amendments would achieve this goal by expanding the scope of the existing regulations to apply to a wider set of sources, eliminating exclusions, and driving as many individual sources as possible toward zero emissions:
Expanding application of the regulatory measures to apply to virtually all facilities potentially handling natural gas;
Minimizing compliance through combustion, while ensuring that all combustion systems operate at maximum efficiency to address potential methane emissions;
Expanding the application and intensity of inspection programs, including non-producing assets;
Requiring non-emitting equipment when feasible;
Including temporary activities in facility emission ceilings, and lowering these limits to absolute minimum levels; and
Developing a comprehensive, nationally-consistent emission monitoring and reporting system.",Energy service demand reduction and resource efficiency,,Planned,,,,,Mitigation,https://www.gazette.gc.ca/rp-pr/p1/2023/2023-12-16/html/reg3-eng.html,02/08/2023,,,,,
211002392,CAN,Annual,Québec Écoconduite (EcoDriving),Québec Écoconduite (EcoDriving) Canada (2009),Subnational region,,Canada,Quebec,,Professional training and qualification,"Transport, Light-duty vehicles","The government offers a website where drivers can find useful information on methods to reduce their carbon footprint while driving. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2009.0,,,Unknown,"Mitigation, Energy security",https://saaq.gouv.qc.ca/blob/saaq/documents/cours-conduite/module-12-ecoconduite.pdf,,,,,,
211000753,CAN,Annual,EcoENERGY Technology Initiative,EcoENERGY Technology Initiative Canada (2007),Country,,Canada,,,"Information provision, RD&D funding, Demonstration project, Technology development",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Ended,2007.0,2007.0,2013.0,Unknown,Mitigation,http://www.ecoaction.gc.ca/ecoenergy-ecoenergie/technology-technologie-eng.cfm,,,,,,
211002425,CAN,Annual,Reduction of Carbon Dioxide Emissions from Coal-fired Generation of Electricity Regulations,Reduction of Carbon Dioxide Emissions from Coal-fired Generation of Electricity Regulations Canada (2012),Country,,Canada,,,Sectoral standards,"Electricity and heat, Coal","""The Regulations apply a stringent emissions intensity limit (performance standard) to new coal-fired electricity generation units and to old units that have reached the end of their useful life. The Regulations will ensure that coal-fired electricity generation in Canada operates as cleanly as high efficiency natural gas-fired electricity generation and that no new high-emitting coal-fired electricity units will be built in Canada.
Under the Regulations, the performance standard is set at the emissions intensity level of 420 tonnes CO2/gigawatt hours (GWh). The standard will address emissions of CO2 from the combustion of coal, coal derivatives (e.g., syngas) and petroleum coke (petcoke), and from all fuels burned in conjunction with any of the preceding fuel, except for biomass. The Regulations also contain flexibilities to maintain the integrity of the electricity system while still achieving the environmental objective of emission reductions."" (Canada's 6th National Report on Climate Change, 2014)
Planned target: Have no coal power capacity by 2029.","Energy efficiency, Other low-carbon technologies and fuel switch",,In force,2012.0,2019.0,,High,Mitigation,http://unfccc.int/files/national_reports/annex_i_natcom/submitted_natcom/application/pdf/nc6_can_resubmission_english.pdf,,"New power plant carbon intensity standards. Carbon intensity (g CO2/kWh), Decrease in carbon intensity (%)","Electricity generation emissions (gCO2/kWh), Electricity generation emissions (gCO2/kWh)","420, 64","2015, 2010","2030, 2030"
211002083,CAN,Annual,National emission guideline for stationary combustion turbines,National emission guideline for stationary combustion turbines Canada (1992),Country,,Canada,,,Industrial air pollution standards,"Electricity and heat, Industry",,Non-energy use,,In force,1992.0,,,Unknown,Air pollution,http://www.ccme.ca/files/Resources/air/emissions/pn_1072_e.pdf,,,,,,
211001273,CAN,Annual,Gas Turbine Research Project,Gas Turbine Research Project Canada (2000),Country,,Canada,,,"RD&D funding, Research & Development and Deployment (RD&D)","Industry, Electricity and heat, Renewables",,"Energy efficiency, Other low-carbon technologies and fuel switch",,In force,2000.0,,,Unknown,Mitigation,,,,,,,
211002415,CAN,Annual,Rebate on new energy efficient appliances,Rebate on new energy efficient appliances Canada (2003),Subnational region,,Canada,,,Fiscal or financial incentives,"Buildings, Appliances",,Energy efficiency,,In force,2003.0,,,Unknown,Mitigation,https://www.saskatchewan.ca/government/news-and-media/2003/december/18/pst-rebate-on-new-energy-efficient-appliances,,,,,,
220205867,CAN,Annual,"Investment tax credit for carbon capture, utilisation and storage (CCUS)","Investment tax credit for carbon capture, utilisation and storage (CCUS) Canada (2022)",Country,,Canada,,,Fiscal or financial incentives,"Electricity and heat, Industry","Budget 2021 proposes to introduce an investment tax credit for capital invested in CCUS projects, beginning in 2022, with the goal of reducing emissions by at least 15 megatonnes of CO2 annually. Budget 2021 proposes to provide $319 million over seven years, starting in 2021-22, with $1.5 million in remaining amortization, to Natural Resources Canada to support research and development that would improve the commercial viability of carbon capture, utilization, and storage technologies.",Other low-carbon technologies and fuel switch,,In force,2022.0,,,,Mitigation,"https://www.budget.gc.ca/2021/home-accueil-en.html
https://www.canada.ca/en/department-finance/news/2022/08/additional-design-features-of-the-investment-tax-credit-for-carbon-capture-utilization-and-storage-recovery-mechanism-climate-risk-disclosure-and-k.html",07/02/2023,,,,,
211001217,CAN,Annual,Freight Efficiency Program,Freight Efficiency Program Canada (2005),Country,,Canada,,,"Fiscal or financial incentives, Policy support, Research & Development and Deployment (RD&D)",Transport,,Energy efficiency,,Superseded,2005.0,,,Unknown,Mitigation,https://www.canada.ca/en/news/archive/2004/04/government-canada-announces-freight-efficiency-program.html,,,,,,
211105501,CAN,Annual,Build Smart: Buildings Strategy,Build Smart: Buildings Strategy Canada (2017),Country,,Canada,,,"Policy support, Strategic planning",Buildings,"This strategic policy document sets out a framework for the Canadian building sector under the Pan-Canadian Framework on Clean Growth and Climate Change. It includes measures aimed at promoting energy efficiency retrofits and develop new technologies for the sector, developing new national building and appliances standards, with the goal of adopting a Net Zero Energy Ready code by 2030.",Energy efficiency,,In force,2017.0,,,,Mitigation,https://www.nrcan.gc.ca/energy-efficiency/buildings/canadas-building-strategy/20535,01/10/2021,,,,,
211105486,CAN,Annual,Indigenous Off-Diesel Initiative,Indigenous Off-Diesel Initiative Canada (2020),Country,,Canada,,,"Fiscal or financial incentives, Grants and subsidies","Electricity and heat, Renewables",This is a CAD 20 million program aiming to reduce diesel reliance in indigenous communities by investing in local clean energy projects,Renewables,,In force,2020.0,,,,Mitigation,https://www.canada.ca/en/natural-resources-canada/news/2020/12/celebrating-indigenous-leadership-in-clean-energy.html,01/10/2021,,,,,
230206070,CAN,Annual,Clean Fuel Standard,Clean Fuel Standard Canada (2022),Country,,Canada,,,"Regulatory Instruments, Codes and standards, Product standards",Transport,"Canada's latest clean fuel regulations, in force since 2022, require gasoline and diesel primary suppliers (i.e. producers and importers) to reduce the carbon intensity (CI) of the gasoline and diesel they produce in, and import into, Canada from 2016 CI levels by 3.5 grams of carbon dioxide equivalent per megajoule (gCO2e/MJ) in 2023, increasing to 14 gCO2e/MJ in 2030. The regulations will also establish a credit market whereby the annual CI reduction requirement could be met via three main categories of credit-creating actions: (1) actions that reduce the CI of the fossil fuel throughout its lifecycle, (2) supplying low-carbon fuels, and (3) supplying fuel and energy in advanced vehicle technologies.",Energy service demand reduction and resource efficiency,,In force,2022.0,,,,Mitigation,https://pollution-waste.canada.ca/environmental-protection-registry/regulations/view?Id=1170,06/01/2023,,,,,
240306459,CAN,Annual,Draft Clean Electricity Regulations,Draft Clean Electricity Regulations Canada,Country,,Canada,,,"Policy support, Strategic planning, Target, Renewable energy target","Electricity and heat, Renewables","The Government of Canada aims to create a net-zero electricity grid by 2035. This clean electricity grid will serve as the basis for achieving economy-wide, net-zero greenhouse gas emissions by 2050.",Renewables,,Draft,,,,,Mitigation,https://www.canada.ca/en/environment-climate-change/news/2023/08/draft-clean-electricity-regulations.html,18/01/2024,,,,,
211105502,CAN,Annual,Market transformation road map for energy efficient equipment in the building sector,Market transformation road map for energy efficient equipment in the building sector Canada (2017),Country,,Canada,,,"Policy support, Strategic planning",Buildings,"This policy supports the Canadian Buildings Strategy of 2017, by setting aspirational goals for energy performance of key equipment and supporting industry initiatives that provide solutions for identified barriers",Energy efficiency,,In force,2017.0,,,,Mitigation,https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/emmc/pdf/2018/en/18-00072-nrcan-road-map-eng.pdf,01/10/2021,,,,,
211000398,CAN,Annual,Carbon Dioxide Capture and Storage Initiative,Carbon Dioxide Capture and Storage Initiative Canada (2001),Country,,Canada,,,"Demonstration project, Research & Development and Deployment (RD&D), Grants and subsidies, Information provision","Industry, Electricity and heat",,Other low-carbon technologies and fuel switch,,Ended,2001.0,,,Unknown,Mitigation,https://www.nrcan.gc.ca/energy/publications/16226,,,,,,
211002391,CAN,Annual,Québec Drive Electric Program,Québec Drive Electric Program Canada (2012),Subnational region,,Canada,Quebec,,Fiscal or financial incentives,"Transport, Low-emissions mobility","Offers a purchase/lease rebate for individuals, businesses, nonprofit organizations, and Québec municipalities that want to acquire an eligible electric vehicle. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch",,In force,2012.0,,,Unknown,"Mitigation, Energy security",https://ideas.repec.org/a/cpp/issued/v41y2015i4p281-296.html,,,,,,
211000775,CAN,Annual,Efficiency Measures for Industry,Efficiency Measures for Industry Canada (2001),Country,,Canada,,,"Fiscal or financial incentives, Information and education, Policy support, Strategic planning, Voluntary approaches",Industry,,Energy efficiency,,Superseded,2001.0,,,Unknown,Mitigation,https://www.aceee.org/files/proceedings/2003/data/papers/SS03_Panel3_Paper_22.pdf,,,,,,
211001772,CAN,Annual,Mandatory Reporting of GHG,Mandatory Reporting of GHG Canada (2004),Country,,Canada,,,Regulatory Instruments,"Industry, Electricity and heat",,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,Superseded,2004.0,,,Unknown,Mitigation,http://www.ec.gc.ca/press/2004/040312_b_e.htm,,,,,,
211002167,CAN,Annual,Nuclear Safety and Control Act,Nuclear Safety and Control Act Canada (1997),Country,,Canada,,,Regulatory Instruments,"Electricity and heat, Nuclear",,Other low-carbon technologies and fuel switch,,In force,1997.0,,,Unknown,Mitigation,http://www.canlii.org/en/ca/laws/stat/sc-1997-c-9/latest/sc-1997-c-9.html,,,,,,
211002164,CAN,Annual,Nova Scotia Strategic Energy Management,Nova Scotia Strategic Energy Management Canada (2015),Subnational region,,Canada,,,"Professional training and qualification, Auditing","Industry, Industrial energy related",,Energy efficiency,,In force,2015.0,,,Unknown,Energy security,https://www.efficiencyns.ca/business-program/strategic-energy-management/,,,,,,
211000935,CAN,Annual,Energy Innovators Plus (Extension),Energy Innovators Plus (Extension) Canada (2003),Country,,Canada,,,"Fiscal or financial incentives, Policy support",Buildings,,"Energy efficiency, Renewables",,Superseded,2003.0,,,Unknown,Mitigation,https://www.iea.org/policies/1978-energy-innovators-plus-extension,,,,,,
211000774,CAN,Annual,Efficiency Manitoba,Efficiency Manitoba Canada (2003),Subnational region,,Canada,,,Policy support,General,,Energy efficiency,,In force,2003.0,,,Unknown,Mitigation,http://www.gov.mb.ca/est/pdfs/est-efficiencymanitoba.pdf,,,,,,
211000164,CAN,Annual,Alberta Fleet Fuel Economy Standards for Government Vehicles,Alberta Fleet Fuel Economy Standards for Government Vehicles Canada (2011),Subnational region,,Canada,Alberta,,Vehicle fuel-economy and emissions standards,"Transport, Heavy-duty vehicles, Light-duty vehicles",,Energy efficiency,,In force,2011.0,,,Unknown,"Mitigation, Energy security",https://www.transportpolicy.net/standard/canada-light-duty-fuel-consumption-and-ghg/,,,,,,
211105497,CAN,Annual,Municipal Energy Roadmap,Municipal Energy Roadmap Canada (2020),Country,,Canada,,,"Policy support, Strategic planning","Electricity and heat, Renewables","This initiative is part of the CAD 1 billion Green Municipal Fund, and aims to improve energy efficiency and identfify opportunities to expand renewable energy in Canada's municipalities","Energy efficiency, Renewables",,In force,2020.0,,,,Mitigation,https://www.canada.ca/en/office-infrastructure/news/2020/07/new-green-municipal-fund-tool-drives-energy-efficiency.html,01/10/2021,,,,,
211001770,CAN,Annual,Mandatory Monitoring of Air Emissions in Ontario,Mandatory Monitoring of Air Emissions in Ontario Canada (2001),Subnational region,,Canada,,,Monitoring,"Industry, Electricity and heat",,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2001.0,,,Unknown,Mitigation,http://www.ene.gov.on.ca/environet/OnAIR/learn.htm,,,,,,
211000952,CAN,Annual,Energy Ratings System (for Industry),Energy Ratings System (for Industry) Canada (2001),Country,,Canada,,,"Performance label, Policy support","Industry, Industrial energy related",,Energy efficiency,,In force,2001.0,,,Unknown,Mitigation,https://open.canada.ca/data/en/dataset/98f1a129-f628-4ce4-b24d-6f16bf24dd64,,,,,,
240306350,CAN,Annual,Standard on the Disclosure of Greenhouse Gas Emissions and the Setting of Reduction Targets,Standard on the Disclosure of Greenhouse Gas Emissions and the Setting of Reduction Targets Canada (2023),Country,,Canada,,,"Regulatory Instruments, Codes and standards, Monitoring, Target, GHG reduction target",General,"As part of the commitments outlined in the Greening Government Strategy, it has been decided to expand the green procurement policy. This policy now requires companies that enter into contracts with government departments and organizations above CAD25 million to disclose and reduce their greenhouse gas emissions.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2023.0,2023.0,,,Mitigation,https://www.tbs-sct.canada.ca/pol/doc-eng.aspx?id=32743,17/01/2024,,,,,
211002163,CAN,Annual,Nova Scotia Energy Strategy - Renewable Energy Sources,Nova Scotia Energy Strategy - Renewable Energy Sources Canada (2002),Subnational region,,Canada,,,"Regulatory Instruments, Voluntary approaches",Electricity and heat,,Renewables,,In force,2002.0,,,Unknown,Mitigation,http://www.gov.ns.ca/energy/,,,,,,
211003340,CAN,Annual,Energy Efficiency Regulations SOR/2016-311,Energy Efficiency Regulations SOR/2016-311 Canada (2016),Country,,Canada,,,"Regulatory Instruments, Product standards, Performance label, Monitoring","Buildings, Appliances, Heating and cooling, Hot water and cooking",This policy is an overarching appliances and equipment energy efficiency regulation at a federal level in Canada,Energy efficiency,,In force,2016.0,2007.0,,High,Mitigation,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2016-311/page-1.html#h-835208,,"Estimated mitigation impact against BAU scenario, according to national communication - measure: energy efficient equipment and appliances",GHG emissions reduction (GtCO2eq),0.0104,0,2030
211003192,CAN,Annual,"Amendments to MEPS for furnaces, fireplaces, unit heaters and recovery ventilators","Amendments to MEPS for furnaces, fireplaces, unit heaters and recovery ventilators Canada (2019)",Country,,Canada,,,Product standards,"Buildings, Appliances","""The amendments have introduced or updated energy efficiency standards, testing protocols, and reporting requirements for 12 product categories of furnaces, fireplaces, heaters and ventilation systems."" (IEA) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Energy efficiency,,In force,2019.0,,,Unknown,Mitigation,https://www.nrcan.gc.ca/energy-efficiency/energy-efficiency-regulations/forward-regulatory-plan-2019-2021/18318,,,,,,
211000843,CAN,Annual,EnerGuide for Houses (Extension),EnerGuide for Houses (Extension) Canada (2003),Country,,Canada,,,"Fiscal or financial incentives, Policy support",Buildings,,Energy efficiency,,Ended,2003.0,,2006.0,Unknown,Mitigation,https://www.canada.ca/en/news/archive/2003/10/energuide-houses-retrofit-incentive-launched.html,,,,,,
211000920,CAN,Annual,Energy Efficient Housing Initiative,Energy Efficient Housing Initiative Canada (2001),Country,,Canada,,,"Advice or aid in implementation, Information provision, Policy support, Codes and standards",Buildings,,Energy efficiency,,Superseded,2001.0,,2007.0,Unknown,Mitigation,https://www.nrcan.gc.ca/energy-efficiency/energy-efficiency-homes/professional-opportunities/energy-efficiency-housing-initiatives/18767,,,,,,
211000074,CAN,Annual,Aboriginal and Northern Community Action Program,Aboriginal and Northern Community Action Program Canada (2003),Subnational region,,Canada,,,"Fiscal or financial incentives, Policy support",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Superseded,2003.0,,,Unknown,Mitigation,https://rcaanc-cirnac.gc.ca/eng/1465235699114/1537888360689,,,,,,
211001947,CAN,Annual,National Energy Code for Buildings,National Energy Code for Buildings Canada (2011),Country,,Canada,,,Building codes and standards,"Buildings, Construction","The National Energy Code of Canada for Buildings 2011 (NECB) provides minimum requirements for the design and construction of energy-efficient buildings and covers the building envelope, systems and equipment for heating, ventilating and air-conditioning, service water heating, lighting, and the provision of electrical power systems and motors. It applies to new buildings and additions.
As of 2015, the National Energy Code of Canada for Buildings 2011 (NECB) had been adopted by five provinces (representing 69% of the nation’s total floor space. The remaining jurisdictions either have adopted an equivalent standard are actively considering NECB 2011 for adoption.",Energy efficiency,,Superseded,2011.0,2011.0,,Unknown,Mitigation,"http://www.nrc-cnrc.gc.ca/eng/publications/codes_centre/2011_national_energy_code_buildings.html
http://oee.nrcan.gc.ca/publications/statistics/parliament/2013-2015/pdf/parliament13-15.pdf",,,,,,
211002412,CAN,Annual,Ratification of Kyoto Protocol,Ratification of Kyoto Protocol Canada (2002),Country,,Canada,,,"Regulatory Instruments, GHG reduction target",General,"Under the protocol, Canada must reduce its greenhouse gas emissions by 6% compared to 1990 levels by 2008-2012.","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Ended,2002.0,,,Unknown,Mitigation,https://www.canadiangeographic.ca/article/brief-history-canadas-climate-change-agreements,,,,,,
211000469,CAN,Annual,Clean Energy Vehicle for British Columbia (CEVforBC) Program,Clean Energy Vehicle for British Columbia (CEVforBC) Program Canada (2015),Subnational region,,Canada,British columbia,,"Infrastructure investments, Fiscal or financial incentives","Transport, Low-emissions mobility, Light-duty vehicles","CEVforBC™ encourages the adoption of new, clean energy vehicles. It also aims to provide incentives for charging infrastructure and Hydrogen Fuelling station. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch",,In force,2015.0,,,Unknown,"Mitigation, Energy security",https://www2.gov.bc.ca/assets/gov/farming-natural-resources-and-industry/electricity-alternative-energy/transportation/program_guide_for_specialty_use_-_final.pdf,,,,,,
211105485,CAN,Annual,Greener Homes Grant Program,Greener Homes Grant Program Canada (2021),Country,,Canada,,,"Fiscal or financial incentives, Grants and subsidies",Buildings,"This program aims to support homeowners to increase the energy efficiency of their homes. Up to 700,000 grants of up to CAD 5000 are available",Energy efficiency,,In force,2021.0,,,,Mitigation,https://www.nrcan.gc.ca/energy-efficiency/homes/canada-greener-homes-grant/23441?_ga=2.97002463.132820468.1622719508-1659710111.1562786276,01/10/2021,,,,,
211003316,CAN,Annual,Regulations Amending the Ozone-depleting Substances and Halocarbon Alternatives Regulations (SOR/2020-177),Regulations Amending the Ozone-depleting Substances and Halocarbon Alternatives Regulations (SOR/2020-177) Canada (2020),Country,,Canada,,,"Regulatory Instruments, Information provision, Sectoral standards","Industry, Fluorinated gases","The Regulations Amending the Ozone-depleting Substances and Halocarbon Alternatives Regulations (amendments) aim to reduce the supply of hydrofluorocarbons (HFCs) that enter into Canada and the demand for HFCs in manufactured products, thereby averting future HFC releases to the environment. This will reduce Canadian GHG emissions, in order to help limit increases in global average temperatures and contribute to Canada’s international obligations to combat climate change.",Non-energy use,,In force,2020.0,2020.0,,Unknown,Mitigation,"https://pollution-waste.canada.ca/environmental-protection-registry/regulations/view?Id=1166
https://www.canada.ca/en/environment-climate-change/services/canadian-environmental-protection-act-registry/ozone-regulations-amendments-questions.html",,"Reductions calculated against BAU scenario. HFCs emissions reduction (MtCO2e), HFCs emissions reduction (%)","GHG emissions reduction (GtCO2eq), GHG emissions reduction (%)","0.0029, 85","0, 0","2036, 2036"
211105484,CAN,Annual,Community Buildings Retrofit (CBR) initiative,Community Buildings Retrofit (CBR) initiative Canada (2021),Country,,Canada,,,"Fiscal or financial incentives, Grants and subsidies, Loans",Buildings,"CAD 167 million in grants and loans to Canadian municipalities and non-for-profit organizations to carry out retrofits and other low-emissions upgrades
This initiative is part of the Green Municipal Fund",Energy efficiency,,In force,2021.0,,,,Mitigation,https://www.canada.ca/en/natural-resources-canada/news/2021/04/canada-and-fcm-combat-climate-change-by-investing-in-retrofits-for-community-buildings.html,01/10/2021,,,,,
230206073,CAN,Annual,2030 Emissions Reduction Plan,2030 Emissions Reduction Plan Canada (2022),Country,,Canada,,,"Policy support, Strategic planning",General,The 2030 Emissions Reduction Plan is a roadmap that outlines a sector-by-sector path for Canada to reach its emissions reduction target of 40 percent below 2005 levels by 2030 and net-zero emissions by 2050.,"Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2022.0,2022.0,2050.0,,Mitigation,https://www.canada.ca/en/services/environment/weather/climatechange/climate-plan/climate-plan-overview/emissions-reduction-2030.html,06/01/2023,,,,,
211000480,CAN,Annual,Clean Transportation Initiatives,Clean Transportation Initiatives Canada (2012),Country,,Canada,,,Strategic planning,"Transport, Light-duty vehicles, Heavy-duty vehicles, Air, Rail, Low-emissions mobility, Shipping",,Energy efficiency,,In force,2012.0,,,Unknown,Mitigation,https://tc.canada.ca/en/corporate-services/policies/other-initiatives-support-federal-sustainable-development-strategy-1,,,,,,
211000377,CAN,Annual,Canadian International Technology Initiative,Canadian International Technology Initiative Canada (2001),Country,,Canada,,,"Policy support, Research & Development and Deployment (RD&D)",General,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,Superseded,2001.0,,,Unknown,Mitigation,https://ised-isde.canada.ca/site/industrial-technologies-office/en/technology-partnerships-canada-tpc/tpc-program-information/technology-partnerships-canada-year-review-2001-2002,,,,,,
211000232,CAN,Annual,Automotive diesel fuel containing low levels of biodiesel (B1-B5) CAN/CGSB-3.520,Automotive diesel fuel containing low levels of biodiesel (B1-B5) CAN/CGSB-3.520 Canada (2011),Country,,Canada,,,Codes and standards,Transport,This policy concerns fuel containing between 1.0 to 5% biodiesel component. The standards are both environmental (concerning emissions) and operational (affecting energy efficiency).,Renewables,,In force,2011.0,,,Unknown,"Mitigation, Air pollution","http://transportpolicy.net/index.php?title=Canada:_Fuels:_Biodiesel
http://www.scc.ca/en/standardsdb/standards/26268",,,,,,
211002146,CAN,Annual,Northwest Territories Energy Strategy,Northwest Territories Energy Strategy Canada (2003),Subnational region,,Canada,,,Policy support,Electricity and heat,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",,In force,2003.0,,,Unknown,Mitigation,http://www.iti.gov.nt.ca/,,,,,,
211002188,CAN,Annual,On-road vehicles and engine emissions regulations,On-road vehicles and engine emissions regulations Canada (2003),Country,,Canada,,,Vehicle fuel-economy and emissions standards,"Transport, Light-duty vehicles, Heavy-duty vehicles","The On-Road Vehicle and Engine Emission Regulations introduce more stringent national emission standards for on-road vehicles and engines and a new regulatory framework under the Canadian Environmental Protection Act, 1999 (CEPA, 1999). These Regulations for controlling emissions from on-road vehicles and engines came into effect on January 1, 2004.","Energy efficiency, Renewables",,In force,2003.0,2004.0,,High,"Mitigation, Air pollution","http://www.ec.gc.ca/lcpe-cepa/eng/regulations/detailReg.cfm?intReg=65
http://transportpolicy.net/index.php?title=Canada:_Heavy-duty:_Emissions
http://transportpolicy.net/index.php?title=Canada:_Light-duty:_Emissions",,Vehicle fuel consumption (MJ/pkm),Vehicle fuel consumption (km/l),0.91,,2025
211000394,CAN,Annual,Carbon Capture and Storage,Carbon Capture and Storage Canada (2014),Country,,Canada,,,"RD&D funding, Infrastructure investments","Electricity and heat, CCS, Industry, Industrial process CO2",,Other low-carbon technologies and fuel switch,,In force,2014.0,,,Unknown,Mitigation,http://www.budget.gc.ca/2008/plan/chap4a-eng.html,,,,,,
211000947,CAN,Annual,Energy Production Sector Agreements/Covenants to Reduce GHG Emissions,Energy Production Sector Agreements/Covenants to Reduce GHG Emissions Canada (2001),Country,,Canada,,,Voluntary approaches,Electricity and heat,,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",,Ended,2001.0,,2003.0,Unknown,Mitigation,http://www.nrcan.gc.ca,,,,,,
211002201,CAN,Annual,Ontori Electric Vehicles Inventive Program,Ontori Electric Vehicles Inventive Program Canada (2015),Subnational region,,Canada,,,Fiscal or financial incentives,"Transport, Low-emissions mobility, Light-duty vehicles","support for electric vehicles by offering up to $1,000 (50% of the purchase cost, up to $500 + 50% of the installation cost, up to $500) to help eligible participants purchase and install charging stations for home or business use. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","Energy service demand reduction and resource efficiency, Energy efficiency, Other low-carbon technologies and fuel switch",,In force,2015.0,,,Unknown,"Mitigation, Energy security",http://www.mto.gov.on.ca/english/vehicles/electric/charging-incentive-program.shtml,,,,,,
211003189,CAN,Annual,Government fleet ZEV,Government fleet ZEV Canada (2017),Country,,Canada,,,"Direct investment, Procurement rules","Transport, Low-emissions mobility","""Starting in the 2019-2020 fiscal year, 75 % of new light-duty administrative fleet vehicle
purchases will be ZEVs or hybrid, with the objective that the Government’s
administrative fleet comprises at least 80 % ZEVs by 2030."" IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Other low-carbon technologies and fuel switch,,In force,2017.0,2019.0,,Unknown,Mitigation,https://www.iea.org/policies/6977-government-fleet-zev?country=Canada&jurisdiction=National&status=In%20Force,,,,,,
211105477,CAN,Annual,Net-Zero Emissions Accountability Act,Net-Zero Emissions Accountability Act Canada (2021),Country,,Canada,,,"Policy support, Strategic planning, Target, GHG reduction target, Formal & legally binding GHG reduction target",General,"The Canadian Net-Zero Emissions Accountability Act delivers on the Government of Canada’s commitment to legislate Canada’s target of net-zero greenhouse gas emissions by 2050. The Act will establish a legally binding process to set five-year national emissions-reduction targets for 2030, 2035, 2040, and 2045, as well as develop credible, science-based emissions-reduction plans to achieve each target","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,In force,2021.0,2021.0,2050.0,,Mitigation,https://www.canada.ca/en/services/environment/weather/climatechange/climate-plan/net-zero-emissions-2050/canadian-net-zero-emissions-accountability-act.html,01/10/2021,,,,,
211000381,CAN,Annual,Canadian Transportation Fuel Cell Alliance,Canadian Transportation Fuel Cell Alliance Canada (2001),Country,,Canada,,,"Policy support, Research & Development and Deployment (RD&D), Strategic planning",Transport,,"Renewables, Other low-carbon technologies and fuel switch",,Ended,2001.0,,,Unknown,Mitigation,http://publications.gc.ca/site/eng/9.803618/publication.html?wbdisable=true,,,,,,
